Metry_kwadratowe,Liczba_pokoi,Podworko,Basen,Pietra,Kod_pocztowy,Prestiz,Liczba_poprzednich_wlascicieli,Zbudowany,Instalacja_odgromowa,Piwnica,Strych,Garaz,Magazyn,Goscinny,Cena
22541,99,1,1,27,30951,3,5,2011,0,4339,4606,419,0,10,2264203.1
39132,43,0,1,83,43766,4,2,2008,0,1287,4598,161,1,6,3920808.8
32785,27,0,1,21,44649,6,3,1991,1,2935,6575,777,1,7,3284948.1
69831,71,0,1,46,61678,1,2,2005,0,1614,5800,380,1,0,6990205.5
87853,26,0,1,54,52083,6,9,2011,0,5587,6821,297,1,4,8789947.1
86424,86,1,1,100,10837,9,9,1998,1,5568,6811,895,1,6,8654131.8
44595,29,0,0,77,39297,4,7,1998,0,5697,2652,562,1,7,4460946.8
30896,27,1,1,15,53487,9,3,2008,0,2033,2708,342,0,5,3097036.8
87858,18,0,0,31,94960,6,9,2020,1,8181,7529,209,1,8,8786967.0
19869,99,0,0,86,12078,10,4,2021,1,8661,6108,339,0,3,1992188.1
54298,90,1,0,24,86646,3,2,2017,1,8083,7857,829,1,3,5432285.7
79950,89,0,0,64,46010,9,3,1997,0,2113,9708,220,1,8,7997513.7
73332,42,0,1,49,21173,5,8,2000,0,2779,7068,594,0,5,7339665.0
97412,27,0,1,90,10288,2,9,2002,0,4015,1684,726,1,2,9747182.2
43907,29,0,0,34,44603,10,3,2017,1,6877,3185,612,0,3,4392043.7
64260,38,0,0,29,14335,3,5,2018,1,2011,9900,255,0,7,6427856.8
42585,74,1,1,30,42229,7,9,2000,1,3600,9515,805,1,1,4266978.0
35108,94,1,0,14,57068,3,5,2009,1,7735,7315,480,1,8,3515504.9
63669,45,0,0,72,71321,5,9,2001,1,5474,1174,828,1,4,6372430.1
24278,59,0,0,60,88950,1,8,2000,1,6038,3508,673,1,5,2430050.0
18937,50,1,0,45,78375,9,3,2001,0,5676,4159,263,1,5,1899216.1
82865,32,0,1,97,21881,10,6,2001,0,7868,9394,637,1,7,8296881.1
31539,62,0,1,11,63631,5,6,2010,1,8253,9833,749,0,7,3158408.0
96853,91,0,0,62,72351,10,8,2007,0,9286,3999,616,1,6,9689548.7
78772,64,1,1,60,71585,5,1,1995,0,6523,4244,275,0,1,7887820.5
22773,16,1,0,44,51811,4,10,2009,0,8129,4394,501,0,0,2283953.9
65322,24,1,1,67,10507,9,3,2015,1,4968,7739,923,0,3,6543253.5
60239,37,1,0,77,73754,2,5,1998,1,7220,5238,276,1,5,6032661.8
81718,46,1,1,20,49539,5,2,2015,1,8712,7677,179,0,7,8179978.5
79368,63,1,1,14,97466,5,5,2003,0,2341,7686,743,0,2,7940744.3
35420,86,0,0,43,14428,5,4,2010,1,4993,1948,813,1,1,3543382.0
33267,84,0,0,68,35693,1,6,2018,0,2950,8565,631,0,0,3329395.8
57971,35,0,0,41,32453,9,1,1993,0,4187,8577,977,0,0,5800901.3
59159,62,0,0,80,90403,7,3,2017,1,1811,3602,428,1,7,5921171.7
75700,25,0,0,55,32448,3,1,2013,0,7489,2230,433,0,3,7571506.3
87425,60,0,1,61,85102,8,8,2004,0,1411,6079,715,0,4,8748652.4
18040,80,1,1,62,61643,9,1,2016,0,3029,3408,157,0,4,1813007.6
68992,99,1,0,39,23545,7,9,1995,0,2245,7012,682,1,8,6907585.5
83647,83,0,0,33,28875,5,9,2003,0,6035,2696,405,0,9,8367526.3
49833,93,0,1,48,3638,10,4,2017,1,6874,3053,194,0,6,4991168.7
35825,25,1,0,12,4563,7,5,1992,1,7272,8481,167,0,2,3587596.2
77287,55,1,0,86,46843,8,2,2014,1,5138,8884,437,0,5,7734572.4
13166,33,0,0,80,33060,2,3,2019,1,4804,6606,1000,1,8,1323421.9
46131,38,1,1,15,83019,2,6,2005,1,7725,7497,249,0,10,4619824.5
37111,54,1,1,85,78418,9,4,1991,1,2218,6396,679,0,7,3720632.1
46540,26,0,0,85,58650,9,7,2009,1,5740,2401,667,0,3,4656975.9
32369,98,0,1,32,22243,4,1,2013,1,5326,5077,182,1,2,3242795.3
22752,14,1,1,58,83194,5,10,2008,1,7726,6506,988,1,4,2284238.8
94681,15,0,1,38,38650,8,3,1998,0,4413,4556,757,0,0,9476231.8
27903,21,1,0,65,56311,5,5,2007,1,7234,1491,211,0,0,2800107.7
80746,36,0,0,19,13184,6,3,2003,1,7670,1538,892,1,7,8077153.3
13449,81,1,0,99,85865,2,9,2016,1,9907,7141,293,0,7,1356395.6
66907,24,1,1,93,72331,10,4,2012,0,6630,8145,366,0,6,6703560.2
92759,90,1,0,21,76870,8,8,1992,1,3299,4523,760,0,9,9280104.2
71226,52,1,0,66,90960,7,4,1995,0,7795,7032,782,0,4,7127541.5
67434,67,1,1,16,34622,3,6,1997,1,3840,7239,906,1,2,6749956.7
55324,87,0,1,47,14417,1,7,1994,1,2998,9303,291,0,5,5535750.4
43410,68,1,0,30,35515,6,4,2006,0,5208,8672,754,0,9,4346921.6
54919,13,1,0,15,61049,7,3,1996,0,4870,2998,647,1,0,5497882.6
83521,59,1,1,47,62591,2,7,2007,1,3228,7518,195,1,3,8360843.7
86284,100,1,0,22,67132,3,4,1990,0,7612,7741,366,0,3,8632859.0
44966,52,0,0,18,32003,1,10,2020,0,5180,6140,328,1,8,4497556.0
91250,88,0,0,73,6207,8,3,1997,1,9598,2750,273,0,3,9129722.7
38455,44,0,0,77,49589,4,7,2020,0,9249,7247,663,0,1,3851261.0
43037,78,0,1,82,62592,7,10,2015,1,8444,2540,426,0,5,4310516.5
49588,36,0,0,75,8829,9,7,1998,1,9692,6974,301,0,9,4963749.8
51957,65,0,1,16,72840,3,8,2021,0,3141,2522,988,0,3,5199371.1
31383,68,1,0,12,48525,7,1,2008,0,3741,6864,877,0,5,3144398.8
97271,53,0,1,64,94111,2,4,2011,1,9741,1674,800,1,3,9738138.1
37217,90,1,0,85,84322,9,7,2000,1,2628,9985,309,0,6,3729864.0
53067,14,0,0,74,4056,10,4,1991,0,7988,3151,647,0,2,5312209.1
45732,86,1,1,32,86157,7,2,2011,1,7868,2299,462,0,9,4583088.1
19658,53,0,0,31,77168,7,9,2005,1,7965,1625,818,0,1,1969247.5
12739,100,0,0,70,91335,10,8,2010,0,7855,3597,910,0,2,1278581.0
50567,50,0,0,19,97246,6,3,2013,1,1657,7647,531,0,6,5058199.3
78671,86,0,0,17,426,3,6,2013,0,5203,1318,841,0,5,7868709.3
30713,97,0,1,64,30365,8,9,2011,0,9968,4515,446,0,6,3079646.1
34639,25,1,1,98,88616,7,2,2017,1,8732,8680,421,0,5,3474105.7
19606,82,1,0,89,8455,4,10,2009,1,7187,1788,668,1,5,1972219.9
54753,100,1,0,84,92097,8,1,2000,1,8285,9972,281,0,9,5482557.0
35750,84,1,1,99,21211,1,4,1991,1,4748,1335,721,0,8,3587011.1
76938,62,0,1,64,21614,2,6,1990,1,9365,3276,850,0,7,7697356.0
22421,30,0,0,46,21596,8,6,1996,0,6380,6562,776,0,10,2245981.6
82560,46,0,0,56,25513,4,8,2012,1,3950,4525,218,1,4,8258817.2
86526,50,1,1,89,3795,3,8,2003,1,4774,6436,735,1,6,8668619.3
17901,47,0,0,23,12588,1,1,2021,1,8653,1519,734,1,6,1791955.1
84465,47,1,0,64,14658,9,1,2003,0,5688,4033,418,0,8,8455710.3
37916,26,1,1,52,47924,3,8,2004,0,4276,5143,627,1,2,3798906.4
20852,100,1,1,11,46614,6,2,1993,1,9496,4175,629,1,8,2096217.3
59522,13,1,1,24,79649,3,5,1996,0,3542,7925,394,1,9,5959601.6
31741,97,0,1,89,29834,8,10,2004,0,6044,9099,675,1,3,3186350.4
74283,72,1,1,61,9821,4,4,2017,0,5945,8122,594,0,5,7441067.7
85562,99,0,1,33,45640,4,10,2007,1,5732,9105,386,0,2,8560277.7
90722,46,1,0,30,29367,2,7,1999,1,1975,2598,690,1,8,9075929.9
66159,81,0,1,26,58506,7,7,1991,0,5825,1874,434,1,9,6622247.1
71481,48,0,1,35,18160,9,3,2007,0,9555,9808,942,1,5,7153828.7
14635,58,0,0,82,76291,4,8,1997,0,6425,3653,465,1,2,1471115.7
85448,35,0,1,54,88882,1,3,2003,0,6809,4496,202,0,7,8548169.3
54941,21,0,1,87,74401,5,2,2010,1,8814,1318,330,0,1,5500531.0
46317,20,0,0,87,4526,9,6,2010,0,3009,2790,959,1,0,4634439.0
40101,82,1,1,68,81262,1,4,2009,1,1153,5161,794,0,5,4023279.9
38586,18,1,0,82,52597,2,6,1992,0,2920,4866,185,1,2,3866990.2
63860,52,1,0,95,46462,5,9,1997,1,9641,2513,934,1,9,6392454.7
34891,65,0,1,34,91588,7,4,2020,1,1871,5828,169,0,4,3496198.0
98433,15,1,0,62,69329,6,8,2000,0,2401,7205,317,0,2,9851666.0
19185,89,1,0,84,18893,6,2,1996,1,8514,1414,221,0,8,1926146.6
28193,90,1,1,82,4929,8,4,2008,1,4083,2224,643,0,0,2830504.8
24936,52,0,1,94,19066,5,7,1995,1,1318,8153,993,1,8,2503388.5
60824,96,1,0,34,62891,3,10,1995,1,8330,8628,165,1,0,6086663.5
46865,18,1,0,39,32012,5,3,2020,1,1187,7858,912,1,1,4690710.0
41143,70,0,0,93,42990,6,1,2003,0,5736,7314,952,0,5,4116195.3
61847,85,0,0,96,63056,8,9,2014,0,7804,9945,718,0,2,6190109.4
32597,81,1,0,64,99134,4,7,1993,1,7663,2244,385,1,4,3269431.3
91824,65,1,1,75,81502,1,4,1991,0,4280,6849,883,0,2,9191892.1
90097,38,1,0,94,88617,2,2,2013,0,5202,1312,957,1,10,9020358.3
85854,62,0,1,46,62998,1,8,2001,0,6111,3208,516,1,6,8592747.1
51517,32,0,0,83,2570,5,3,2018,1,3752,4322,890,0,7,5155871.8
24297,73,1,0,20,28430,3,10,1992,0,9339,7685,863,0,8,2432581.2
84254,41,1,1,95,25054,4,7,1990,1,3106,6500,992,0,10,8436781.0
46390,27,1,0,87,51666,3,5,2010,1,6706,5122,623,1,7,4645999.0
36563,95,1,1,78,11875,10,5,2002,0,8063,8651,626,0,0,3668071.2
88328,35,0,1,19,33772,2,3,2010,0,4895,5965,636,0,6,8836891.0
10559,13,1,0,42,760,5,9,2001,1,6513,7298,720,0,5,1059700.1
36799,62,0,0,15,24065,1,6,1998,0,8005,7603,548,1,0,3680514.8
52899,33,0,1,54,17777,9,3,2006,1,2001,6340,613,0,1,5297388.6
44626,46,1,1,39,69350,4,8,2004,0,2047,8088,824,1,10,4468759.4
48809,16,0,0,54,82669,1,4,2012,0,3253,4852,916,1,9,4884591.2
61152,84,1,0,34,98475,9,1,2007,1,8053,8240,884,1,7,6121942.7
25230,26,1,0,28,31692,5,5,2000,0,3447,6381,846,1,0,2528241.0
15320,44,1,1,25,19517,4,2,2011,1,9146,8766,580,0,10,1541104.1
62064,15,0,0,42,71092,1,4,2003,0,6148,2600,705,1,2,6210682.3
84285,95,1,1,32,26162,10,9,1993,0,6570,1402,888,1,10,8439379.3
35067,47,1,1,30,3817,1,4,1992,0,9739,3002,602,0,2,3515220.2
69348,68,0,0,44,1594,9,10,2016,0,2039,9886,408,1,10,6937939.6
53359,28,0,0,47,74164,9,6,2018,1,2648,3286,652,1,5,5340229.8
52801,60,1,0,25,83713,4,6,1999,0,4699,9340,326,1,5,5286434.9
79109,84,1,0,36,15136,7,8,1991,0,7903,4020,886,1,8,7917767.1
72838,60,0,0,31,76899,4,4,1998,1,3357,7033,678,1,1,7285684.8
43503,94,1,0,34,12841,6,8,2000,0,4752,6325,427,0,2,4357290.0
67397,53,1,1,51,45539,6,2,2003,1,2690,4018,534,1,5,6749164.3
22136,28,0,0,72,47709,9,5,2007,0,7089,3362,215,0,1,2218930.7
39688,69,0,0,79,74729,10,7,2003,1,3321,7469,793,0,6,3974008.3
66670,26,0,0,42,70557,6,2,2004,0,8416,5210,715,0,2,6669170.4
66274,25,0,0,76,21014,7,7,2005,1,5386,8030,295,1,2,6632910.5
72239,23,0,0,20,35957,2,3,1993,0,9534,7142,955,0,0,7226199.3
73190,67,1,1,27,72410,7,2,2001,1,2873,9717,157,1,10,7331191.1
20258,100,0,1,60,65857,10,9,2011,0,5859,8924,922,0,4,2033594.1
62960,39,1,1,72,19708,10,1,2013,0,3214,2650,643,1,0,6305088.3
65029,14,0,0,70,70177,2,10,2021,1,3184,4371,159,0,6,6507042.1
71876,43,0,1,24,5664,1,10,2019,0,8135,6259,618,0,9,7194841.9
81468,19,0,1,39,101,2,5,2009,1,7553,1958,184,1,0,8152781.9
29528,60,0,0,16,43738,2,4,2016,0,2515,8986,934,1,10,2954357.6
80759,34,1,1,79,9879,1,8,2009,0,1339,3938,242,1,2,8087126.9
94540,98,1,1,20,74321,2,1,2012,0,5199,1873,568,0,2,9460696.2
41738,48,0,0,41,69479,10,8,2019,1,3875,2916,856,0,2,4176013.9
62314,96,1,1,32,93705,3,2,1997,1,3322,6315,584,0,0,6241387.7
88205,20,1,0,63,1709,5,1,1998,0,7110,9933,404,1,0,8827584.8
52284,59,0,1,58,77899,9,3,2013,1,6926,9421,301,0,2,5236681.3
50875,65,1,1,43,42046,7,1,1991,0,8637,4362,178,1,7,5097157.1
98257,19,0,0,69,23015,1,2,2001,1,8466,1595,689,0,3,9828903.1
40777,39,1,0,53,76888,8,7,1993,0,5905,2249,885,1,9,4085326.3
57718,14,1,0,69,51111,1,4,1993,0,9975,7703,573,0,1,5781612.3
17167,90,0,1,60,27107,3,3,2004,0,9477,7933,757,0,6,1722105.4
46131,39,0,1,31,71484,8,9,2013,1,8713,7161,933,1,0,4616542.3
94943,96,0,1,21,48388,9,10,1991,0,6589,7628,917,1,1,9497260.1
31179,87,1,0,56,50388,6,5,2008,1,5749,3901,641,0,3,3126446.8
80693,79,1,0,80,32876,4,4,2018,1,5794,2813,653,0,2,8078843.8
73554,81,0,0,46,49263,9,2,2004,0,5221,7101,289,0,4,7358902.4
68245,23,0,0,99,51134,1,1,2005,1,7027,3022,374,1,9,6827724.5
39040,42,0,0,50,50833,3,8,2009,1,9320,5752,936,0,3,3905700.9
40952,58,1,1,57,39209,10,10,2004,1,1473,2886,688,1,0,4104641.4
94947,30,1,0,97,58828,6,2,2000,1,4753,9807,364,0,9,9501779.0
81866,45,1,0,53,86728,8,5,2007,1,6574,4155,396,0,8,8192664.7
94754,53,0,0,82,46731,10,10,2010,0,3353,4076,688,1,5,9481349.0
15162,41,1,0,91,27553,2,4,2012,1,8215,1305,806,1,6,1521757.2
96224,16,0,1,33,90382,2,10,1990,0,6992,4172,573,0,7,9627880.0
86806,78,0,0,96,98660,6,9,2001,1,8692,1807,515,0,0,8683516.1
42537,43,0,0,74,63714,5,2,2010,0,6399,7712,547,0,4,4256423.0
77045,29,0,1,25,58364,1,4,2013,0,6537,6920,955,1,9,7708578.3
33814,70,0,1,63,64240,8,6,2014,0,3128,8963,328,1,4,3390442.4
32325,98,0,1,22,21366,4,1,2009,0,8975,5166,758,1,3,3237949.9
59348,69,0,0,45,88591,1,8,1995,0,3429,8363,876,0,3,5939099.5
40148,80,0,1,91,70710,9,10,2003,1,9401,9584,692,0,4,4023820.3
23172,83,0,0,19,1700,5,5,2015,0,7661,1185,435,0,2,2319447.5
80277,78,1,1,27,18203,10,9,2019,1,5542,1722,523,1,7,8038200.9
62236,45,0,0,32,25507,7,6,2011,1,5406,2590,919,0,8,6224903.1
99952,41,1,0,69,51336,10,7,2000,1,1285,7588,192,1,9,9998411.0
26230,91,1,1,21,3120,3,6,2005,1,4570,2280,474,0,0,2630871.5
44509,50,1,0,26,15041,3,3,2005,0,7221,7761,267,0,6,4454810.5
94182,78,0,1,58,98821,6,2,2005,1,1660,5065,535,0,3,9426417.5
98710,68,1,0,40,95125,1,5,1994,0,3411,7396,260,1,4,9877813.4
21857,93,1,0,16,35864,6,4,2006,1,8040,8580,147,0,5,2191307.6
65163,42,0,1,49,6352,5,1,2018,1,1666,6845,940,1,8,6521655.8
38355,80,1,1,22,75266,8,7,1992,0,5234,2855,487,0,3,3840740.2
95780,86,0,1,36,28608,8,3,2011,1,3382,8968,301,0,0,9583143.1
77210,59,1,1,27,49742,7,3,1999,0,1272,1418,217,0,5,7729101.9
50792,60,0,1,74,34603,9,5,2021,1,9192,6411,451,1,8,5089100.1
74265,33,1,0,87,79197,5,10,2014,1,2985,4358,777,1,6,7437378.4
86019,21,0,0,91,68445,9,9,2014,0,4019,1854,829,1,9,8611760.4
65427,85,0,0,81,74753,3,7,2013,0,2049,5817,651,1,8,6544509.3
85345,61,1,1,22,89296,5,3,1995,0,6755,7949,959,1,1,8541574.5
60167,16,1,0,81,53016,4,3,2014,0,2881,7250,881,1,8,6023926.4
17889,58,1,0,84,21451,7,9,2012,0,6772,2305,250,0,0,1797252.2
78122,61,0,0,33,13779,6,5,2018,0,6797,1289,954,1,7,7815968.8
21522,93,0,1,11,25640,8,8,2008,0,2259,4540,804,1,4,2157060.8
79298,57,0,1,64,58496,6,3,2007,0,2025,4962,824,1,4,7935780.7
87204,87,0,0,90,77296,3,1,2007,1,6225,8458,192,0,4,8729160.7
19526,16,0,1,55,29130,8,2,1999,1,5752,6845,562,1,0,1962173.9
45370,56,1,1,28,80545,7,5,2011,1,7717,5701,583,0,9,4545472.1
83847,31,0,0,73,14048,7,3,2008,0,8793,7600,759,1,9,8386564.8
22328,37,1,1,54,87860,4,6,2008,1,5198,4912,827,1,6,2243514.8
72870,25,1,1,29,9417,7,7,2007,0,1533,5684,167,0,7,7293420.7
73136,77,1,0,88,95018,9,9,2006,1,1730,5017,967,0,4,7325694.6
10817,97,0,1,12,90537,4,9,2000,1,2414,2166,654,0,7,1087354.0
94018,60,1,0,99,48357,10,3,2004,1,3034,6752,781,0,4,9414111.4
38947,91,0,0,76,27246,8,5,1996,1,1230,9710,867,1,4,3897019.6
46976,97,1,0,91,78116,3,1,2006,0,6827,9127,844,1,3,4705156.6
34673,52,0,1,30,35006,10,4,2001,0,9532,1917,822,1,0,3473056.1
17392,99,0,1,78,56448,1,4,2001,1,6280,8037,442,0,8,1745197.1
43359,82,0,1,51,18144,6,7,1991,0,9880,5583,831,1,10,4341769.1
32309,58,1,1,88,72557,6,9,2002,1,6445,8208,542,0,5,3242419.2
88352,61,1,1,100,76869,8,3,2017,1,8867,9164,597,0,7,8844632.7
63792,73,0,0,39,55470,7,3,2000,0,4550,3561,738,1,4,6381705.0
80998,28,0,1,34,40469,5,3,1992,0,7518,8947,618,0,0,8107792.2
37941,47,0,0,41,87324,4,1,2013,1,2711,3290,583,1,6,3796341.3
11242,14,1,0,75,20892,3,1,2000,1,9700,6653,562,1,3,1127009.0
91558,18,0,0,46,35744,3,1,1992,0,8565,4031,304,0,0,9158541.2
57676,66,0,0,47,40647,7,7,1991,1,8251,6471,583,0,2,5769101.1
68006,63,0,1,80,62676,7,4,2010,0,4738,6395,473,1,7,6812540.0
22855,24,0,0,80,53779,2,9,2017,1,2046,6048,906,0,2,2289561.7
36702,66,1,1,45,32804,5,3,2020,0,8850,1996,476,0,1,3678080.0
76612,28,1,1,57,12151,8,5,2000,0,4407,8646,210,0,7,7670470.0
22974,86,0,0,50,56343,10,10,2020,1,1698,3151,826,1,2,2300702.0
41759,49,0,1,64,50167,3,10,1995,1,7628,3413,557,1,4,4181321.5
19572,96,1,1,64,29717,4,1,2017,0,6782,4306,383,1,2,1969866.7
79649,51,1,0,98,99430,9,8,2009,1,3251,7009,261,0,2,7976501.9
27488,63,1,0,28,83634,8,4,2004,1,5009,2024,718,1,3,2756731.4
17797,13,0,1,82,19270,5,10,1992,0,1253,9280,579,1,10,1792290.2
16252,30,1,0,58,76233,8,7,1998,1,6786,6868,748,1,5,1630793.8
87022,60,1,0,89,92083,1,6,2012,0,9969,5786,874,0,4,8707681.2
62289,32,0,1,96,80043,1,8,1998,1,3573,1202,423,0,3,6233774.8
85225,40,1,0,21,676,8,2,1993,0,4706,6461,482,0,9,8527022.3
90539,14,1,1,81,80556,1,3,2012,0,8002,9179,521,1,2,9069445.2
35233,53,1,1,52,39314,8,6,2000,0,1637,1214,361,1,0,3536738.0
98559,33,0,0,94,64991,3,2,1991,1,3762,2324,173,1,4,9862559.1
67923,20,1,0,66,10437,9,7,2018,1,2913,8669,512,1,10,6799955.8
12641,28,1,0,63,79661,4,9,1992,0,2049,9115,528,1,1,1272159.2
35691,53,1,1,95,4059,8,5,2016,1,8370,3039,340,1,7,3582171.6
16631,68,0,0,95,69479,1,9,2003,1,1180,3762,681,0,10,1667835.3
88584,15,1,1,87,6279,10,4,2011,0,7946,2319,769,0,5,8867048.1
55217,65,0,1,28,77123,4,7,2007,0,6282,7944,669,0,10,5526674.7
64539,20,0,0,68,55082,1,8,2002,0,8487,3346,709,0,9,6457482.2
90947,89,1,1,61,64161,2,6,2014,1,5886,1712,225,1,1,9103454.4
68837,41,1,0,55,1014,4,9,1997,0,2198,6275,367,0,4,6889494.7
60721,88,0,0,48,64469,1,6,2015,0,4906,7257,954,1,9,6073407.5
12820,41,0,0,16,92510,1,8,2018,0,3771,2543,661,0,1,1283027.8
20734,34,0,1,63,74094,5,3,1995,1,9622,9170,731,0,7,2077771.5
40286,85,0,1,51,21492,8,2,1993,0,5570,6932,500,1,9,4035154.3
72065,52,0,1,34,13673,1,2,2015,1,9962,9330,339,1,2,7210625.5
58626,55,0,1,30,19351,10,3,1993,0,7840,7310,964,0,1,5866206.3
13147,61,1,1,71,13638,7,2,1997,1,6253,9798,544,0,9,1326980.7
90304,95,1,1,78,5508,6,5,1990,0,4093,6738,807,0,5,9044776.0
80780,98,1,1,55,64928,7,8,2016,1,8744,8504,213,0,9,8088913.6
82301,20,0,0,21,92700,9,3,2012,0,9558,9272,775,1,6,8232053.2
92783,37,0,1,57,92944,2,3,1996,1,4561,4678,305,1,7,9281484.6
67134,92,0,0,60,85242,9,1,1992,1,6867,2317,753,0,8,6719369.2
36877,89,1,0,92,70081,5,7,2008,0,8435,8017,705,1,0,3695191.8
75903,20,0,1,27,96563,8,1,2010,1,1609,7710,601,0,7,7594699.0
65543,81,1,1,90,50619,9,3,2008,0,9519,8575,396,1,3,6559662.8
32078,91,0,0,65,66113,4,3,2012,1,5986,2720,377,1,5,3209311.2
82184,14,1,0,48,83771,10,4,2011,0,6520,5915,171,1,2,8221783.1
32286,69,1,1,11,16986,10,5,2008,0,2290,6267,267,0,2,3233772.8
34796,74,1,0,47,55362,1,9,2001,1,9407,9680,776,1,6,3483606.1
26669,69,0,1,82,49351,5,5,2009,0,2089,2358,254,0,9,2671083.9
47606,49,0,1,16,8451,2,4,2021,0,5121,7516,371,1,3,4763586.1
91435,61,1,0,92,8192,1,10,2019,1,4904,9265,292,0,8,9153666.9
67511,24,0,1,67,65048,8,10,1996,1,8668,4278,279,1,4,6759802.6
75680,100,0,0,77,25496,5,2,2009,1,5647,3336,210,0,2,7572315.9
28543,26,1,0,29,63039,8,7,1990,1,6817,7395,529,1,10,2859167.0
66851,93,1,0,87,13012,5,4,1990,0,5318,4423,678,0,2,6691843.0
25362,76,0,1,71,15178,8,3,1995,1,3557,1188,395,0,9,2545732.5
87412,89,0,0,40,77240,2,7,2020,1,6150,4077,241,1,6,8745542.0
93325,38,1,1,73,43015,9,10,2000,1,7511,5398,626,0,0,9346064.0
32713,97,0,0,93,91667,10,8,1990,1,5579,8515,332,0,1,3278723.0
28091,77,1,0,93,11250,6,8,2005,1,9433,7783,390,0,4,2815613.5
54706,39,1,0,46,49697,4,2,2010,0,6787,5880,467,1,4,5475756.0
97429,13,1,1,29,22796,8,1,2021,0,6846,9333,675,1,6,9751706.1
60265,97,1,1,45,62899,1,9,1990,1,4110,1675,599,0,4,6033313.0
72554,16,0,1,79,94523,8,5,2014,0,8908,6398,758,1,9,7268379.4
79957,45,1,1,42,41031,9,1,2010,1,7192,9128,599,1,6,8003950.0
56514,33,0,0,48,14694,5,3,1991,1,3987,3165,677,0,1,5652969.1
20533,93,1,0,91,96947,9,9,2019,0,9659,7883,618,0,2,2056508.9
35383,92,1,0,96,6641,10,10,2009,1,6067,4440,271,0,7,3548725.9
67639,99,1,0,58,79091,2,6,2012,0,7153,1961,785,1,3,6768972.2
88780,51,1,1,89,803,7,1,2016,0,4778,6238,275,0,0,8887352.6
72114,51,1,0,32,15113,9,5,1990,0,9165,7506,176,0,4,7215802.0
89756,47,1,0,36,59946,5,6,2018,0,7684,3770,860,1,1,8980810.8
20109,91,1,0,28,61429,2,5,1996,0,8494,2609,858,1,7,2017287.6
57066,20,0,1,39,37051,8,5,1991,1,2545,5737,971,0,3,5711304.1
97760,89,0,0,82,54535,9,1,2011,1,5082,6185,744,1,8,9780377.1
47476,85,1,1,92,8848,2,5,2020,0,8099,9268,866,1,2,4761612.0
32176,58,0,0,43,66885,1,1,1999,0,2285,1903,198,0,5,3220156.9
98547,17,1,1,100,76436,1,8,2001,0,5959,9364,573,0,8,9865243.1
65711,20,1,1,63,68854,3,9,1992,1,5463,2530,523,1,9,6579419.2
69094,22,0,1,67,18938,4,8,2018,1,2649,6865,681,0,2,6919039.8
74600,64,0,0,21,90305,7,5,2014,1,6617,5061,226,1,1,7461192.4
18037,91,0,0,16,38355,6,7,2009,1,4570,8309,336,0,5,1805824.9
56587,50,0,1,98,42357,4,10,2006,0,6539,3876,505,0,5,5670619.6
20105,98,0,1,20,7133,6,9,1999,0,5797,4324,836,1,4,2017609.9
91952,19,1,1,80,77480,5,9,2015,0,6435,1458,978,0,2,9207839.5
92948,46,0,0,47,15715,9,4,1997,0,2471,9824,213,1,1,9297047.7
66812,48,1,0,57,1843,6,8,2006,0,4238,7839,810,1,3,6687761.6
76424,37,0,1,81,44752,3,7,2021,1,9985,3100,505,0,8,7647871.1
14823,44,0,0,65,41581,10,4,1993,0,8095,6429,283,0,1,1484434.3
12995,92,1,1,18,82253,3,7,1996,1,5729,1233,194,1,10,1305488.6
34703,13,0,0,68,4516,3,6,2006,1,9584,4409,636,1,3,3476698.6
84118,15,0,1,52,92597,5,1,2006,0,2660,9776,785,1,2,8416992.6
39272,95,0,1,79,61459,10,2,2020,1,3992,7916,458,1,3,3936310.0
39104,19,1,1,70,92412,10,2,2017,1,7647,9465,997,0,0,3920958.7
11247,73,1,0,69,81369,9,2,2008,0,6319,3096,356,0,1,1129896.8
99999,58,0,0,68,10477,3,4,2012,1,7631,4199,776,0,2,10006771.2
55888,81,1,0,82,69050,5,8,2011,1,3338,2779,583,1,6,5594957.1
75296,30,1,0,76,91673,2,1,2015,1,7837,4496,422,1,9,7535664.5
22825,100,1,1,18,13201,9,6,1998,1,6184,6328,397,0,3,2289049.8
91441,41,1,1,88,94085,2,3,2013,0,5440,8557,359,0,0,9155265.3
57564,64,0,0,18,90877,9,2,1999,0,6422,5878,927,1,6,5758203.9
82280,33,0,1,89,44585,1,1,2019,0,8129,4922,349,0,7,8235158.9
62646,36,1,1,43,69758,8,2,2005,0,1710,3049,784,0,8,6273246.5
76564,95,0,0,88,62994,3,10,1999,0,4284,3823,733,0,0,7662557.9
13287,84,1,0,76,90025,3,10,2003,1,7799,7986,410,1,1,1335371.3
96573,74,1,0,28,17971,4,6,1993,0,2651,5450,303,1,10,9664738.3
52259,16,0,1,72,23742,9,6,2003,0,1558,5398,734,1,4,5236500.3
68362,77,0,0,57,95717,10,1,2006,0,6429,2413,690,0,1,6840206.6
66395,22,0,1,57,79008,1,6,2006,0,1475,7576,276,1,10,6647572.6
51271,33,0,1,36,97623,6,8,2018,0,3104,4275,978,0,5,5133444.8
52832,46,0,1,70,1216,10,4,1993,0,1450,2309,885,1,10,5292504.3
81658,27,0,1,14,42176,9,4,2008,0,5367,5193,215,1,6,8171711.8
76352,55,1,1,12,58402,6,2,2006,1,4185,5716,694,0,1,7641804.6
